Expression: ^\d+::([\w\s:,\.\(\)'\-\/!&ÁÉÍÓÚáéíóúäëïöü]+)\s(\(\d\d\d\d\))::.*$
{title: Paprika (Papurika), year: (2006)}
{title: Red Road, year: (2006)}
{title: Day Watch (Dnevnoy dozor), year: (2006)}
{title: This Is England, year: (2006)}
{title: Away from Her, year: (2006)}
{title: Knocked Up, year: (2007)}
{title: Hairspray, year: (2007)}
{title: 28 Weeks Later, year: (2007)}
{title: Georgia Rule, year: (2007)}
{title: Delta Farce, year: (2007)}
{title: Red Dust, year: (1932)}
{title: Shrek the Third, year: (2007)}
{title: Once, year: (2006)}
{title: Pirates of the Caribbean: At World's End, year: (2007)}
{title: Bug, year: (2007)}
{title: Mr. Brooks, year: (2007)}
{title: Rise, year: (2007)}
{title: Gracie, year: (2007)}
{title: Fay Grim, year: (2006)}
{title: I'm a Cyborg, But That's OK (Saibogujiman kwenchana), year: (2006)}
{title: Eagle vs Shark, year: (2007)}
{title: 88 Minutes, year: (2008)}
{title: Cashback, year: (2006)}
{title: Ocean's Thirteen, year: (2007)}
{title: Them (Ils), year: (2006)}
{title: Flandres, year: (2006)}
{title: Ten Canoes, year: (2006)}
{title: Sun Alley (Sonnenallee), year: (1999)}
{title: Hostel: Part II, year: (2007)}
{title: Paranoid Park, year: (2007)}
{title: Legend of Sleepy Hollow, The, year: (1980)}
{title: Surf's Up, year: (2007)}
{title: Fantastic Four: Rise of the Silver Surfer, year: (2007)}
{title: Nancy Drew, year: (2007)}
{title: Fido, year: (2007)}
{title: Iceberg, L', year: (2005)}
{title: Death Proof, year: (2007)}
{title: Rescue Dawn, year: (2006)}
{title: TV Set, The, year: (2006)}
{title: Valet, The (La Doublure), year: (2006)}
{title: Night of the Generals, The, year: (1967)}
{title: Gui Si (Silk), year: (2006)}
{title: In Search of a Midnight Kiss, year: (2007)}
{title: David Holzman's Diary, year: (1967)}
{title: Voyage to Italy (Viaggio in Italia), year: (1954)}
{title: Power of Nightmares: The Rise of the Politics of Fear, The, year: (2004)}
{title: O Lucky Man!, year: (1973)}
{title: Sicko, year: (2007)}
{title: Mighty Heart, A, year: (2007)}
{title: 1408, year: (2007)}
{title: Death at a Funeral, year: (2007)}
{title: Live Free or Die Hard, year: (2007)}
{title: License to Wed, year: (2007)}
{title: Evening, year: (2007)}
{title: Evan Almighty, year: (2007)}
{title: Transformers, year: (2007)}
{title: Captivity, year: (2007)}
{title: Harry Potter and the Order of the Phoenix, year: (2007)}
{title: I Now Pronounce You Chuck and Larry, year: (2007)}
{title: Arn: The Knight Templar (Arn - Tempelriddaren), year: (2007)}
{title: Driving Lessons, year: (2006)}
{title: First Snow, year: (2006)}
{title: Last Time, The, year: (2006)}
{title: Across the Universe, year: (2007)}
{title: Broken English, year: (2007)}
{title: Brand Upon the Brain!, year: (2006)}
{title: Boris and Natasha, year: (1992)}
{title: Hot Rod, year: (2007)}
{title: Stardust, year: (2007)}
54268::Who's Your Caddy? (2007)::Comedy
{title: Skinwalkers, year: (2007)}
{title: Simpsons Movie, The, year: (2007)}
{title: I Know Who Killed Me, year: (2007)}
{title: No Reservations, year: (2007)}
{title: Underdog, year: (2007)}
{title: Charlie Bartlett, year: (2007)}
{title: Cantante, El, year: (2007)}
{title: Bourne Ultimatum, The, year: (2007)}
{title: Bratz: The Movie, year: (2007)}
{title: Cruel Story of Youth (Seishun zankoku monogatari), year: (1960)}
{title: My Best Friend (Mon meilleur ami), year: (2006)}
{title: You Kill Me, year: (2007)}
54372::Tell No One (Ne le dis à personne) (2007)::Crime|Drama|Mystery|Thriller
54419::Czech Dream (Ceský sen) (2004)::Documentary
{title: Superbad, year: (2007)}
{title: Arctic Tale, year: (2007)}
{title: Joshua, year: (2007)}
{title: Talk to Me, year: (2007)}
{title: Resurrecting the Champ, year: (2007)}
54621::Molière (2007)::Comedy|Drama|Romance
{title: Rush Hour 3, year: (2007)}
{title: Last Legion, The, year: (2007)}
{title: Lady Chatterley, year: (2006)}
{title: Balls of Fury, year: (2007)}
{title: Sydney White, year: (2007)}
{title: Kingdom, The, year: (2007)}
{title: Rocket Science, year: (2007)}
{title: Daddy Day Camp, year: (2007)}
{title: Invasion, The, year: (2007)}
{title: War, year: (2007)}
{title: Illegal Tender, year: (2007)}
{title: Nanny Diaries, The, year: (2007)}
{title: September Dawn, year: (2007)}
{title: Halloween, year: (2007)}
{title: Death Sentence, year: (2007)}
{title: 2 Days in Paris, year: (2007)}
{title: King of Kong, The, year: (2007)}
{title: Behind the Mask: The Rise of Leslie Vernon, year: (2006)}
{title: Brothers Solomon, The, year: (2007)}
{title: Bordertown, year: (2006)}
{title: Nines, The, year: (2007)}
{title: Good Night, The, year: (2007)}
{title: Planet Terror, year: (2007)}
{title: 3:10 to Yuma, year: (2007)}
{title: Shoot 'Em Up, year: (2007)}
{title: Ten, The, year: (2007)}
{title: Atonement, year: (2007)}
{title: My Winnipeg, year: (2007)}
55069::4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)::Drama
{title: No End in Sight, year: (2007)}
{title: Brave One, The, year: (2007)}
{title: In the Valley of Elah, year: (2007)}
{title: I Could Never Be Your Woman, year: (2007)}
{title: December Boys, year: (2007)}
{title: Hunting Party, The, year: (2007)}
{title: Eastern Promises, year: (2007)}
{title: Brooklyn Rules, year: (2007)}
{title: Unreasonable Man, An, year: (2006)}
{title: Vengeance Is Mine (Fukushu suruwa wareniari), year: (1979)}
{title: In the Shadow of the Moon, year: (2007)}
{title: Stephanie Daley, year: (2006)}
{title: Love and Other Disasters, year: (2006)}
{title: Interview, year: (2007)}
{title: Resident Evil: Extinction, year: (2007)}
{title: Mr. Woodcock, year: (2007)}
{title: Good Luck Chuck, year: (2007)}
{title: Into the Wild, year: (2007)}
{title: Game Plan, The, year: (2007)}
{title: Lust, Caution (Se, jie), year: (2007)}
{title: Feast of Love, year: (2007)}
{title: Postal, year: (2007)}
{title: Seeker: The Dark Is Rising, The, year: (2007)}
{title: Heartbreak Kid, The, year: (2007)}
{title: Dan in Real Life, year: (2007)}
{title: Darjeeling Limited, The, year: (2007)}
{title: We Own the Night, year: (2007)}
{title: Elizabeth: The Golden Age, year: (2007)}
{title: Michael Clayton, year: (2007)}
{title: Sleuth, year: (2007)}
{title: Lars and the Real Girl, year: (2007)}
{title: 30 Days of Night, year: (2007)}
{title: Rendition, year: (2007)}
{title: Things We Lost in the Fire, year: (2007)}
{title: Reservation Road, year: (2007)}
{title: Gone Baby Gone, year: (2007)}
{title: Comebacks, The, year: (2007)}
{title: Relative Strangers, year: (2006)}
{title: Assassination of Jesse James by the Coward Robert Ford, The, year: (2007)}
{title: 10th & Wolf, year: (2006)}
{title: Beaufort, year: (2007)}
{title: Irina Palm, year: (2007)}
{title: I'm Reed Fish, year: (2006)}
{title: Final Season, The, year: (2007)}
{title: Persepolis, year: (2007)}
{title: Control, year: (2007)}
{title: Jane Austen Book Club, The, year: (2007)}
{title: Last Winter, The, year: (2006)}
{title: Silk, year: (2007)}
{title: Mary, Queen of Scots, year: (1971)}
{title: I Want Someone to Eat Cheese With, year: (2006)}
{title: Black Sheep, year: (2006)}
{title: Edge of Heaven, The (Auf der anderen Seite), year: (2007)}
55566::Tyler Perry's Why Did I Get Married? (2007)::Comedy|Drama
{title: Saw IV, year: (2007)}
{title: My Mom's New Boyfriend, year: (2008)}
{title: For the Bible Tells Me So, year: (2007)}
{title: Full of It, year: (2007)}
{title: My Kid Could Paint That, year: (2007)}
{title: Elite Squad (Tropa de Elite), year: (2007)}
{title: Year My Parents Went on Vacation, The (O Ano em Que Meus Pais Saíram de Férias), year: (2006)}
{title: King of California, year: (2007)}
{title: Martian Child, year: (2007)}
{title: American Gangster, year: (2007)}
{title: Bee Movie, year: (2007)}
{title: Before the Devil Knows You're Dead, year: (2007)}
{title: Diving Bell and the Butterfly, The (Le Scaphandre et le papillon), year: (2007)}
{title: No Country for Old Men, year: (2007)}
{title: Be Kind Rewind, year: (2008)}
{title: Itty Bitty Titty Committee, year: (2007)}
{title: Crazy Love, year: (2007)}
{title: Fugitive, The, year: (1947)}
{title: August Rush, year: (2007)}
{title: Desperate Hours, The, year: (1955)}
{title: You, the Living (Du levande), year: (2007)}
{title: Man from Earth, The, year: (2007)}
{title: Hellfighters, year: (1968)}
{title: Lions For Lambs, year: (2007)}
{title: Fred Claus, year: (2007)}
{title: Beowulf, year: (2007)}
{title: Mr. Magorium's Wonder Emporium, year: (2007)}
{title: Love in the Time of Cholera, year: (2007)}
{title: Southland Tales, year: (2006)}
{title: Kansas City Confidential, year: (1952)}
{title: Rails & Ties, year: (2007)}
{title: Darfur Now, year: (2007)}
{title: I Served the King of England (Obsluhoval jsem anglického krále), year: (2006)}
{title: Texas Terror, year: (1935)}
{title: Blame it on Fidel! (La Faute a Fidel), year: (2006)}
{title: Mist, The, year: (2007)}
{title: Enchanted, year: (2007)}
{title: Hitman, year: (2007)}
{title: This Christmas, year: (2007)}
{title: P2, year: (2007)}
{title: Om Shanti Om, year: (2007)}
{title: Awake, year: (2007)}
{title: Golden Compass, The, year: (2007)}
{title: I Am Legend, year: (2007)}
{title: Alvin and the Chipmunks, year: (2007)}
{title: Futurama: Bender's Big Score, year: (2007)}
{title: Symbiopsychotaxiplasm: Take One, year: (1968)}
{title: Margot at the Wedding, year: (2007)}
{title: I'm Not There, year: (2007)}
{title: Savages, The, year: (2007)}
{title: Orphanage, The (El Orfanato), year: (2007)}
{title: Juno, year: (2007)}
{title: My Blueberry Nights, year: (2007)}
{title: Starting Out in the Evening, year: (2007)}
{title: Redacted, year: (2007)}
{title: Helvetica, year: (2007)}
{title: Bucket List, The, year: (2007)}
{title: Kite Runner, The, year: (2007)}
{title: Butterfly on a Wheel, year: (2007)}
{title: Go-Getter, The, year: (2007)}
{title: Flock, The, year: (2007)}
{title: Wristcutters: A Love Story, year: (2006)}
{title: Vitus, year: (2006)}
{title: Longford, year: (2006)}
{title: Big Bad Swim, The, year: (2006)}
{title: Sweeney Todd: The Demon Barber of Fleet Street, year: (2007)}
{title: National Treasure: Book of Secrets, year: (2007)}
{title: There Will Be Blood, year: (2007)}
{title: Charlie Wilson's War, year: (2007)}
{title: AVPR: Aliens vs. Predator - Requiem, year: (2007)}
{title: Walk Hard: The Dewey Cox Story, year: (2007)}
{title: Great Debaters, The, year: (2007)}
{title: Dedication, year: (2007)}
{title: Water Horse: Legend of the Deep, The, year: (2007)}
{title: Battlestar Galactica: Razor, year: (2007)}
{title: P.S. I Love You, year: (2007)}
{title: Perfect Holiday, The, year: (2007)}
{title: 27 Dresses, year: (2008)}
{title: Cassandra's Dream, year: (2007)}
{title: D-War (Dragon Wars), year: (2007)}
{title: Band's Visit, The (Bikur Ha-Tizmoret), year: (2007)}
57274::[Rec] (2007)::Horror|Thriller
{title: In the Name of the King: A Dungeon Siege Tale, year: (2008)}
{title: Flawless, year: (2007)}
{title: Live-In Maid (Cama adentro), year: (2004)}
{title: Cloverfield, year: (2008)}
{title: Mad Money, year: (2008)}
{title: Cleaner, year: (2007)}
{title: He Was a Quiet Man, year: (2007)}
{title: Return of Doctor X, The, year: (1939)}
{title: Cheyenne Social Club, The, year: (1970)}
{title: Laugh, Clown, Laugh, year: (1928)}
{title: Iron Horse, The, year: (1924)}
{title: 3 Bad Men, year: (1926)}
{title: Heaven and Earth (Ten to Chi to), year: (1990)}
57504::Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)::Animation|Comedy|Drama|Romance|Sci-Fi
{title: Sex and Breakfast, year: (2007)}
{title: One Missed Call, year: (2008)}
{title: First Sunday, year: (2008)}
{title: Untraceable, year: (2008)}
{title: Rambo, year: (2008)}
{title: How She Move, year: (2007)}
{title: Meet the Spartans, year: (2008)}
{title: Eye, The, year: (2008)}
{title: Strange Wilderness, year: (2008)}
{title: Over Her Dead Body, year: (2008)}
{title: Kings of the Road (Im Lauf der Zeit), year: (1976)}
{title: Hellboy II: The Golden Army, year: (2008)}
{title: Ira and Abby, year: (2006)}
{title: In Bruges, year: (2008)}
{title: Shoes of the Fisherman, The, year: (1968)}
{title: Caramel (Sukkar banat), year: (2007)}
{title: Operation Homecoming: Writing the Wartime Experience, year: (2007)}
{title: Joe Strummer: The Future Is Unwritten, year: (2007)}
{title: Canvas, year: (2006)}
{title: Pleasure of Your Company, The, year: (2006)}
{title: Teeth, year: (2007)}
{title: Welcome Home, Roscoe Jenkins, year: (2008)}
{title: Fool's Gold, year: (2008)}
{title: Blue State, year: (2007)}
{title: Jumper, year: (2008)}
{title: It's a Free World..., year: (2007)}
{title: Definitely, Maybe, year: (2008)}
{title: I Live in Fear (Ikimono no kiroku), year: (1955)}
{title: Air I Breathe, The, year: (2007)}
{title: Street Thief, year: (2006)}
{title: Vantage Point, year: (2008)}
{title: Spiderwick Chronicles, The, year: (2008)}
{title: Step Up 2 the Streets, year: (2008)}
{title: Witless Protection, year: (2008)}
{title: Other Boleyn Girl, The, year: (2008)}
{title: Semi-Pro, year: (2008)}
{title: Run Fatboy Run, year: (2007)}
{title: Please Vote for Me, year: (2007)}
{title: Taxi to the Dark Side, year: (2007)}
{title: Grace Is Gone, year: (2007)}
{title: College Road Trip, year: (2008)}
{title: 10,000 B.C., year: (2008)}
{title: Bank Job, The, year: (2008)}
{title: Doomsday, year: (2008)}
{title: Horton Hears a Who!, year: (2008)}
{title: Funny Games, year: (2007)}
{title: Counterfeiters, The (Die Fälscher), year: (2007)}
{title: Mongol, year: (2007)}
{title: War Dance, year: (2007)}
{title: Love Guru, The, year: (2008)}
{title: Diary of the Dead, year: (2007)}
{title: Hallam Foe (Mister Foe), year: (2007)}
{title: Penelope, year: (2006)}
{title: City of Men (Cidade dos Homens), year: (2007)}
{title: Romulus, My Father, year: (2007)}
{title: Zeitgeist: The Movie, year: (2007)}
{title: Jellyfish (Meduzot), year: (2007)}
{title: Then She Found Me, year: (2007)}
{title: Downhill Racer, year: (1969)}
{title: Miss Pettigrew Lives for a Day, year: (2008)}
{title: Snow Angels, year: (2007)}
{title: Married Life, year: (2007)}
{title: Mala Noche, year: (1985)}
{title: Dark Knight, The, year: (2008)}
{title: Doctor Bull, year: (1933)}
{title: Quiet City, year: (2007)}
{title: Hammer, The, year: (2007)}
{title: Never Back Down, year: (2008)}
{title: CJ7 (Cheung Gong 7 hou), year: (2008)}
{title: Drillbit Taylor, year: (2008)}
{title: Under the Same Moon (La Misma luna), year: (2007)}
{title: Youth Without Youth, year: (2007)}
{title: 21, year: (2008)}
{title: Smart People, year: (2008)}
{title: Last Hangman, The, year: (2005)}
{title: Leatherheads, year: (2008)}
{title: Stop-Loss, year: (2008)}
{title: Shine a Light, year: (2008)}
{title: Aerial, The (La Antena), year: (2007)}
58964::Inside (À l'intérieur) (2007)::Horror|Thriller
{title: Nim's Island, year: (2008)}
{title: Ruins, The, year: (2008)}
{title: Forgetting Sarah Marshall, year: (2008)}
{title: Sex and Death 101, year: (2007)}
{title: Superhero Movie, year: (2008)}
{title: Street Kings, year: (2008)}
{title: Visitor, The, year: (2007)}
{title: Harold & Kumar Escape from Guantanamo Bay, year: (2008)}
{title: 99 francs, year: (2007)}
{title: Speed Racer, year: (2008)}
{title: Diminished Capacity, year: (2008)}
{title: Chapter 27, year: (2007)}
{title: Forbidden Kingdom, The, year: (2008)}
59105::Where in the World Is Osama Bin Laden? (2008)::Documentary
{title: Life Before Her Eyes, The, year: (2007)}
{title: Happy-Go-Lucky, year: (2008)}
{title: Religulous, year: (2008)}
{title: Outpost, year: (2008)}
{title: Son of Rambow, year: (2007)}
{title: Super High Me, year: (2007)}
{title: Black Friday, year: (1940)}
{title: Invisible Ray, The, year: (1936)}
{title: Killer Elite, The, year: (1975)}
{title: Deception, year: (2008)}
{title: Baby Mama, year: (2008)}
{title: Klimt, year: (2006)}
{title: Expelled: No Intelligence Allowed, year: (2008)}
{title: Prom Night, year: (2008)}
{title: White Massai, The (Die Weisse Massai), year: (2005)}
{title: Iron Man, year: (2008)}
{title: Made of Honor, year: (2008)}
{title: Redbelt, year: (2008)}
{title: Mister Lonely, year: (2007)}
{title: Anamorph, year: (2007)}
{title: Taken, year: (2008)}
{title: Flight of the Red Balloon (Voyage du ballon rouge, Le), year: (2007)}
{title: Fall, The, year: (2006)}
{title: Stargate: The Ark of Truth, year: (2008)}
{title: Meet Bill, year: (2007)}
{title: American Crime, An, year: (2007)}
{title: What Happens in Vegas..., year: (2008)}
{title: Bella, year: (2006)}
{title: Unknown Solider, The (Unbekannte Soldat, Der), year: (2006)}
{title: Chronicles of Narnia: Prince Caspian, The, year: (2008)}
{title: Reprise, year: (2006)}
59590::Young at Heart (a.k.a. Young@Heart) (2007)::Documentary|Drama|Musical
{title: War, Inc., year: (2008)}
{title: Girl Next Door, The, year: (2007)}
{title: King Corn, year: (2007)}
{title: Indiana Jones and the Kingdom of the Crystal Skull, year: (2008)}
{title: Hey Hey It's Esther Blueburger, year: (2008)}
{title: Patti Smith: Dream of Life, year: (2008)}
{title: One Hour with You, year: (1932)}
{title: Lake of Fire, year: (2006)}
{title: Oxford Murders, The, year: (2007)}
{title: Shutter, year: (2008)}
{title: Grand, The, year: (2007)}
{title: Sex and the City, year: (2008)}
{title: Strangers, The, year: (2008)}
{title: Savage Grace, year: (2007)}
59731::Bigger, Stronger, Faster* (2008)::Documentary
